 10, 1
 11, 0
 12, 0
 13, 1
 14, 0
 15, 1
 16, 0
 17, 1
 18, 0
 19, 1
 20, 0
 21, 1
 22, 0
 23, 1
 24, 1
 25, 4
 26, 0
 27, 2
 28, 0
 29, 1
 30, 1
 31, 0
 32, 1
 33, 1
 34, 1
 35, 3
 36, 1
 37, 1
 38, 3
 39, 1
 40, 4
 41, 2
 42, 4
 43, 4
 44, 7
 45, 6
 46, 11
 47, 5
 48, 9
 49, 2
 50, 5
 51, 5
 52, 7
 53, 5
 54, 5
 55, 5
 56, 3
 57, 5
 58, 5
 59, 5
 60, 2
 61, 3
 62, 9
 63, 5
 64, 3
 65, 7
 66, 8
 67, 10
 68, 4
 69, 14
 70, 4
 71, 10
 72, 6
 73, 11
 74, 5
 75, 10
 76, 6
 77, 4
 78, 10
 79, 10
 80, 9
 81, 6
 82, 11
 83, 14
 84, 11
 85, 5
 86, 5
 87, 15
 88, 15
 89, 16
 90, 14
 91, 7
 92, 11
 93, 7
 94, 10
 95, 6
 96, 13
 97, 15
 98, 13
 99, 9
 100, 12
 101, 14
 102, 10
 103, 11
 104, 14
 105, 6
 106, 14
 107, 14
 108, 11
 109, 7
 110, 14
 111, 22
 112, 40
 113, 10
 114, 27
 115, 15
 116, 23
 117, 15
 118, 22
 119, 15
 120, 10
 121, 3
 122, 10
 123, 10
 124, 14
 125, 18
 126, 14
 127, 15
 128, 12
 129, 7
 130, 11
 131, 8
 132, 7
 133, 9
 134, 11
 135, 7
 136, 10
 137, 8
 138, 14
 139, 10
 140, 9
 141, 10
 142, 7
 143, 12
 144, 12
 145, 8
 146, 20
 147, 26
 148, 18
 149, 26
 150, 27
 151, 29
 152, 55
 153, 48
 154, 34
 155, 30
 156, 21
 157, 25
 158, 24
 159, 16
 160, 34
 161, 61
 162, 49
 163, 13
 164, 14
 165, 11
 166, 14
 167, 10
 168, 10
 169, 15
 170, 14
 171, 12
 172, 11
 173, 15
 174, 18
 175, 27
 176, 22
 177, 30
 178, 28
 179, 24
 180, 26
 181, 26
 182, 33
 183, 29
 184, 32
 185, 55
 186, 59
 187, 59
 188, 59
 189, 69
 190, 52
 191, 46
 192, 49
 193, 46
 194, 44
 195, 46
 196, 53
 197, 40
 198, 35
 199, 23
 200, 28
 201, 29
 202, 27
 203, 30
 204, 28
 205, 24
 206, 28
 207, 29
 208, 24
 209, 23
 210, 27
 211, 30
 212, 23
 213, 30
 214, 27
 215, 26
 216, 26
 217, 30
 218, 26
 219, 21
 220, 23
 221, 40
 222, 42
 223, 41
 224, 44
 225, 50
 226, 41
 227, 45
 228, 39
 229, 46
 230, 37
 231, 39
 232, 48
 233, 36
 234, 48
 235, 41
 236, 43
 237, 42
 238, 49
 239, 47
 240, 46
 241, 39
 242, 48
 243, 46
 244, 49
 245, 43
 246, 80
 247, 51
 248, 30
 249, 31
 250, 32
 251, 37
 252, 33
 253, 33
 254, 30
 255, 37
 256, 32
 257, 31
 258, 36
 259, 22
 260, 36
 261, 39
 262, 33
 263, 35
 264, 35
 265, 33
 266, 36
 267, 37
 268, 31
 269, 35
 270, 40
 271, 35
 272, 48
 273, 37
 274, 37
 275, 52
 276, 149
 277, 33
 278, 48
 279, 79
 280, 22
 281, 28
 282, 32
 283, 26
 284, 25
 285, 36
 286, 22
 287, 26
 288, 20
 289, 64
 290, 32
 291, 46
 292, 37
 293, 51
 294, 34
 295, 21
 296, 31
 297, 73
 298, 61
 299, 58
 300, 59
 301, 50
 302, 62
 303, 35
 304, 42
 305, 29
 306, 33
 307, 44
 308, 37
 309, 35
 310, 27
 311, 32
 312, 31
 313, 33
 314, 39
 315, 34
 316, 44
 317, 32
 318, 42
 319, 39
 320, 32
 321, 24
 322, 33
 323, 32
 324, 34
 325, 34
 326, 33
 327, 31
 328, 35
 329, 33
 330, 33
 331, 39
 332, 58
 333, 38
 334, 38
 335, 51
 336, 46
 337, 77
 338, 35
 339, 55
 340, 47
 341, 37
 342, 47
 343, 45
 344, 49
 345, 52
 346, 57
 347, 51
 348, 49
 349, 40
 350, 30
 351, 31
 352, 50
 353, 47
 354, 42
 355, 35
 356, 58
 357, 45
 358, 38
 359, 29
 360, 46
 361, 58
 362, 62
 363, 71
 364, 42
 365, 41
 366, 44
 367, 39
 368, 51
 369, 49
 370, 33
 371, 45
 372, 52
 373, 66
 374, 45
 375, 36
 376, 36
 377, 34
 378, 33
 379, 42
 380, 39
 381, 36
 382, 36
 383, 41
 384, 42
 385, 38
 386, 38
 387, 53
 388, 54
 389, 53
 390, 47
 391, 58
 392, 53
 393, 53
 394, 49
 395, 60
 396, 56
 397, 77
 398, 86
 399, 89
 400, 92
 401, 49
 402, 65
 403, 27
 404, 31
 405, 37
 406, 31
 407, 38
 408, 30
 409, 46
 410, 31
 411, 51
 412, 39
 413, 30
 414, 41
 415, 33
 416, 32
 417, 50
 418, 93
 419, 131
 420, 50
 421, 35
 422, 52
 423, 45
 424, 71
 425, 97
 426, 45
 427, 40
 428, 44
 429, 36
 430, 49
 431, 52
 432, 37
 433, 35
 434, 40
 435, 42
 436, 48
 437, 35
 438, 35
 439, 49
 440, 78
 441, 96
 442, 93
 443, 82
 444, 86
 445, 95
 446, 89
 447, 96
 448, 96
 449, 111
 450, 157
 451, 82
 452, 94
 453, 82
 454, 99
 455, 73
 456, 43
 457, 55
 458, 47
 459, 44
 460, 47
 461, 46
 462, 55
 463, 80
 464, 119
 465, 121
 466, 114
 467, 133
 468, 124
 469, 106
 470, 64
 471, 63
 472, 48
 473, 45
 474, 63
 475, 83
 476, 39
 477, 30
 478, 42
 479, 38
 480, 38
 481, 40
 482, 43
 483, 132
 484, 183
 485, 100
 486, 63
 487, 50
 488, 83
 489, 82
 490, 81
 491, 84
 492, 89
 493, 125
 494, 40
 495, 53
 496, 45
 497, 40
 498, 45
 499, 85
 500, 101
 501, 68
 502, 77
 503, 80
 504, 87
 505, 102
 506, 78
 507, 82
 508, 74
 509, 38
 510, 40
 511, 37
 512, 61
 513, 58
 514, 183
 515, 106
 516, 40
 517, 53
 518, 75
 519, 155
 520, 60
 521, 45
 522, 43
 523, 85
 524, 159
 525, 56
 526, 103
 527, 177
 528, 31
 529, 52
 530, 96
 531, 99
 532, 73
 533, 42
 534, 46
 535, 70
 536, 91
 537, 90
 538, 118
 539, 82
 540, 91
 541, 84
 542, 101
 543, 83
 544, 149
 545, 182
 546, 203
 547, 199
 548, 130
 549, 97
 550, 97
 551, 93
 552, 98
 553, 90
 554, 100
 555, 216
 556, 203
 557, 202
 558, 208
 559, 186
 560, 195
 561, 103
 562, 48
 563, 61
 564, 97
 565, 155
 566, 55
 567, 66
 568, 79
 569, 83
 570, 155
 571, 216
 572, 216
 573, 210
 574, 172
 575, 199
 576, 176
 577, 168
 578, 159
 579, 178
 580, 133
 581, 128
 582, 81
 583, 119
 584, 137
 585, 129
 586, 151
 587, 137
 588, 162
 589, 141
 590, 157
 591, 156
 592, 163
 593, 165
 594, 154
 595, 153
 596, 161
 597, 155
 598, 170
