 10, 0
 11, 1
 12, 0
 13, 0
 14, 1
 15, 0
 16, 1
 17, 0
 18, 1
 19, 0
 20, 1
 21, 0
 22, 1
 23, 0
 24, 1
 25, 0
 26, 1
 27, 0
 28, 3
 29, 1
 30, 1
 31, 1
 32, 0
 33, 0
 34, 1
 35, 1
 36, 1
 37, 2
 38, 1
 39, 2
 40, 2
 41, 2
 42, 6
 43, 6
 44, 2
 45, 7
 46, 5
 47, 4
 48, 2
 49, 6
 50, 6
 51, 4
 52, 9
 53, 5
 54, 2
 55, 7
 56, 5
 57, 4
 58, 7
 59, 4
 60, 5
 61, 7
 62, 3
 63, 3
 64, 5
 65, 2
 66, 4
 67, 5
 68, 2
 69, 4
 70, 8
 71, 4
 72, 2
 73, 3
 74, 6
 75, 4
 76, 6
 77, 8
 78, 6
 79, 9
 80, 6
 81, 11
 82, 6
 83, 9
 84, 7
 85, 8
 86, 6
 87, 6
 88, 6
 89, 6
 90, 10
 91, 5
 92, 11
 93, 6
 94, 7
 95, 6
 96, 5
 97, 3
 98, 10
 99, 7
 100, 10
 101, 6
 102, 10
 103, 8
 104, 10
 105, 7
 106, 12
 107, 6
 108, 10
 109, 7
 110, 13
 111, 5
 112, 10
 113, 9
 114, 7
 115, 12
 116, 16
 117, 7
 118, 11
 119, 8
 120, 10
 121, 7
 122, 16
 123, 12
 124, 9
 125, 9
 126, 13
 127, 8
 128, 11
 129, 9
 130, 8
 131, 6
 132, 14
 133, 11
 134, 5
 135, 15
 136, 12
 137, 8
 138, 10
 139, 7
 140, 14
 141, 10
 142, 9
 143, 11
 144, 13
 145, 17
 146, 10
 147, 12
 148, 17
 149, 12
 150, 9
 151, 12
 152, 17
 153, 15
 154, 16
 155, 14
 156, 14
 157, 11
 158, 12
 159, 17
 160, 15
 161, 16
 162, 20
 163, 20
 164, 12
 165, 18
 166, 20
 167, 12
 168, 14
 169, 14
 170, 11
 171, 11
 172, 17
 173, 12
 174, 14
 175, 21
 176, 19
 177, 19
 178, 17
 179, 12
 180, 15
 181, 17
 182, 17
 183, 15
 184, 17
 185, 14
 186, 19
 187, 15
 188, 12
 189, 13
 190, 18
 191, 21
 192, 10
 193, 15
 194, 14
 195, 17
 196, 18
 197, 16
 198, 16
 199, 18
 200, 15
 201, 15
 202, 14
 203, 20
 204, 16
 205, 14
 206, 17
 207, 14
 208, 23
 209, 17
 210, 17
 211, 16
 212, 13
 213, 16
 214, 21
 215, 14
 216, 18
 217, 21
 218, 13
 219, 18
 220, 19
 221, 17
 222, 15
 223, 19
 224, 24
 225, 17
 226, 19
 227, 23
 228, 15
 229, 18
 230, 19
 231, 12
 232, 17
 233, 17
 234, 27
 235, 20
 236, 17
 237, 25
 238, 17
 239, 17
 240, 19
 241, 15
 242, 18
 243, 19
 244, 18
 245, 21
 246, 25
 247, 24
 248, 19
 249, 15
 250, 23
 251, 19
 252, 18
 253, 18
 254, 19
 255, 21
 256, 24
 257, 20
 258, 24
 259, 23
 260, 17
 261, 15
 262, 23
 263, 21
 264, 25
 265, 23
 266, 29
 267, 33
 268, 24
 269, 32
 270, 33
 271, 31
 272, 20
 273, 28
 274, 31
 275, 20
 276, 27
 277, 25
 278, 24
 279, 21
 280, 23
 281, 28
 282, 19
 283, 29
 284, 21
 285, 26
 286, 20
 287, 21
 288, 25
 289, 26
 290, 34
 291, 24
 292, 25
 293, 26
 294, 36
 295, 32
 296, 38
 297, 30
 298, 37
 299, 48
 300, 34
 301, 38
 302, 46
 303, 34
 304, 36
 305, 47
 306, 39
 307, 43
 308, 37
 309, 51
 310, 38
 311, 41
 312, 47
 313, 90
 314, 60
 315, 49
 316, 27
 317, 23
 318, 25
 319, 115
 320, 64
 321, 53
 322, 30
