 10, 1
 11, 0
 12, 1
 13, 0
 14, 0
 15, 1
 16, 2
 17, 2
 18, 3
 19, 1
 20, 1
 21, 1
 22, 0
 23, 2
 24, 0
 25, 1
 26, 1
 27, 1
 28, 3
 29, 3
 30, 1
 31, 1
 32, 1
 33, 1
 34, 2
 35, 2
 36, 0
 37, 1
 38, 1
 39, 1
 40, 2
 41, 7
 42, 4
 43, 2
 44, 11
 45, 3
 46, 5
 47, 7
 48, 5
 49, 3
 50, 10
 51, 4
 52, 2
 53, 2
 54, 6
 55, 5
 56, 4
 57, 9
 58, 5
 59, 2
 60, 9
 61, 2
 62, 2
 63, 3
 64, 7
 65, 3
 66, 5
 67, 4
 68, 7
 69, 3
 70, 6
 71, 7
 72, 4
 73, 2
 74, 4
 75, 7
 76, 3
 77, 6
 78, 6
 79, 5
 80, 2
 81, 4
 82, 9
 83, 6
 84, 10
 85, 7
 86, 7
 87, 7
 88, 10
 89, 7
 90, 3
 91, 9
 92, 4
 93, 4
 94, 10
 95, 7
 96, 9
 97, 4
 98, 9
 99, 5
 100, 5
 101, 7
 102, 4
 103, 6
 104, 9
 105, 4
 106, 10
 107, 8
 108, 9
 109, 6
 110, 11
 111, 7
 112, 10
 113, 5
 114, 10
 115, 7
 116, 9
 117, 8
 118, 11
 119, 8
 120, 10
 121, 5
 122, 14
 123, 6
 124, 14
 125, 7
 126, 9
 127, 9
 128, 9
 129, 15
 130, 11
 131, 8
 132, 10
 133, 10
 134, 11
 135, 10
 136, 9
 137, 11
 138, 11
 139, 8
 140, 12
 141, 8
 142, 11
 143, 12
 144, 7
 145, 12
 146, 8
 147, 12
 148, 12
 149, 16
 150, 10
 151, 13
 152, 14
 153, 17
 154, 15
 155, 13
 156, 11
 157, 14
 158, 16
 159, 12
 160, 13
 161, 9
 162, 16
 163, 15
 164, 13
 165, 21
 166, 15
 167, 14
 168, 16
 169, 10
 170, 14
 171, 10
 172, 14
 173, 11
 174, 16
 175, 15
 176, 11
 177, 13
 178, 14
 179, 13
 180, 13
 181, 17
 182, 17
 183, 15
 184, 17
 185, 15
 186, 16
 187, 13
 188, 21
 189, 18
 190, 17
 191, 17
 192, 14
 193, 16
 194, 12
 195, 13
 196, 16
 197, 14
 198, 15
 199, 16
 200, 15
 201, 12
 202, 19
 203, 14
 204, 15
 205, 13
 206, 19
 207, 20
 208, 14
 209, 19
 210, 20
 211, 18
 212, 19
 213, 19
 214, 19
 215, 21
 216, 19
 217, 16
 218, 35
 219, 16
 220, 15
 221, 17
 222, 17
 223, 16
 224, 18
 225, 17
 226, 15
 227, 20
 228, 18
 229, 18
 230, 18
 231, 19
 232, 15
 233, 17
 234, 25
 235, 18
 236, 23
 237, 15
 238, 20
 239, 18
 240, 19
 241, 19
 242, 20
 243, 22
 244, 30
 245, 38
 246, 14
 247, 17
 248, 19
 249, 15
 250, 19
 251, 25
 252, 15
 253, 25
 254, 20
 255, 18
 256, 20
 257, 19
 258, 18
 259, 19
 260, 19
 261, 20
 262, 23
 263, 17
 264, 19
 265, 19
 266, 20
 267, 21
 268, 20
 269, 20
 270, 20
 271, 23
 272, 20
 273, 22
 274, 20
 275, 25
 276, 20
 277, 19
 278, 23
 279, 18
 280, 22
 281, 20
 282, 19
 283, 23
 284, 24
 285, 20
 286, 22
 287, 21
 288, 19
 289, 20
 290, 26
 291, 20
 292, 20
 293, 23
 294, 24
 295, 20
 296, 23
 297, 24
 298, 23
 299, 22
 300, 21
 301, 23
 302, 22
 303, 23
 304, 25
 305, 19
 306, 20
 307, 21
 308, 24
 309, 22
 310, 23
 311, 24
 312, 20
 313, 29
 314, 21
 315, 30
 316, 22
 317, 20
 318, 27
 319, 23
 320, 26
 321, 34
 322, 21
 323, 28
 324, 33
 325, 31
 326, 23
 327, 32
 328, 25
 329, 20
 330, 26
 331, 21
 332, 26
 333, 28
 334, 34
 335, 22
 336, 24
 337, 27
 338, 27
 339, 27
 340, 36
 341, 24
 342, 17
 343, 27
 344, 36
 345, 29
 346, 29
 347, 31
 348, 34
 349, 29
 350, 32
 351, 34
 352, 29
 353, 25
 354, 40
 355, 25
 356, 28
 357, 23
 358, 28
 359, 23
 360, 42
 361, 30
 362, 25
 363, 31
 364, 30
 365, 34
 366, 36
 367, 28
 368, 40
 369, 26
 370, 27
 371, 29
 372, 32
 373, 22
 374, 29
 375, 26
 376, 27
 377, 27
 378, 24
 379, 27
 380, 30
 381, 24
 382, 32
 383, 33
 384, 31
 385, 31
 386, 30
 387, 21
 388, 29
 389, 27
 390, 29
 391, 26
 392, 33
 393, 28
 394, 30
 395, 30
 396, 29
 397, 26
 398, 35
 399, 30
 400, 27
 401, 29
 402, 41
 403, 39
 404, 34
 405, 37
 406, 36
 407, 34
 408, 43
 409, 47
 410, 40
 411, 35
 412, 36
 413, 32
 414, 32
 415, 39
 416, 44
 417, 42
 418, 31
 419, 45
 420, 39
 421, 32
 422, 35
 423, 46
 424, 34
 425, 32
 426, 32
 427, 34
 428, 34
 429, 30
 430, 41
 431, 33
 432, 35
 433, 37
 434, 27
 435, 34
 436, 35
 437, 32
 438, 33
 439, 33
 440, 34
 441, 45
 442, 69
 443, 47
 444, 35
 445, 53
 446, 62
 447, 40
 448, 49
 449, 51
 450, 42
 451, 57
 452, 45
 453, 31
 454, 47
 455, 54
 456, 38
 457, 39
 458, 36
 459, 34
 460, 53
 461, 54
 462, 31
 463, 29
 464, 31
 465, 38
 466, 33
 467, 32
 468, 33
 469, 40
 470, 38
 471, 39
 472, 34
 473, 35
 474, 48
 475, 53
 476, 50
 477, 34
 478, 47
 479, 79
 480, 57
 481, 48
 482, 34
 483, 37
 484, 39
 485, 34
 486, 37
 487, 37
 488, 35
 489, 40
 490, 44
 491, 113
 492, 44
 493, 31
 494, 37
 495, 41
 496, 38
 497, 39
 498, 38
 499, 41
 500, 40
 501, 40
 502, 40
 503, 41
 504, 42
 505, 38
 506, 42
 507, 39
 508, 39
 509, 35
 510, 43
 511, 35
 512, 46
 513, 45
 514, 35
 515, 42
 516, 39
 517, 34
 518, 41
 519, 42
 520, 35
 521, 40
 522, 45
 523, 39
 524, 44
 525, 42
 526, 44
 527, 47
 528, 59
 529, 57
 530, 50
 531, 47
 532, 55
 533, 58
 534, 60
 535, 62
 536, 55
 537, 63
 538, 57
 539, 66
 540, 51
 541, 58
 542, 53
 543, 58
 544, 63
 545, 71
 546, 59
 547, 63
 548, 58
 549, 50
 550, 56
 551, 102
 552, 86
 553, 65
 554, 66
 555, 74
 556, 72
 557, 59
 558, 65
 559, 48
 560, 56
 561, 63
 562, 50
 563, 64
 564, 66
 565, 66
 566, 63
 567, 221
 568, 99
 569, 84
 570, 42
 571, 54
 572, 48
 573, 40
 574, 33
 575, 33
 576, 41
 577, 51
 578, 54
 579, 38
 580, 32
 581, 35
 582, 44
 583, 39
 584, 42
 585, 39
 586, 36
 587, 43
 588, 35
 589, 35
 590, 41
 591, 64
 592, 78
 593, 44
 594, 36
 595, 73
 596, 62
 597, 60
 598, 64
